	city	type_of_street	name_of_street	number_of_house	type_of_building	num_of_building	year
574	Москва	ул	Текстильщиков 11-я	10			1972
575	Москва	ул	Текстильщиков 11-я	11			1997
576	Москва	ул	Текстильщиков 11-я	12			1973
577	Москва	ул	Текстильщиков 11-я	12А			1979
578	Москва	ул	Текстильщиков 1-я	3А			1959
579	Москва	ул	Текстильщиков 1-я	4			1964
580	Москва	ул	Текстильщиков 1-я	8			1972
581	Москва	ул	Текстильщиков 1-я	9			1967
582	Москва	ул	Текстильщиков 1-я	12/9			1960
583	Москва	ул	Текстильщиков 7-я	1			1957
584	Москва	ул	Текстильщиков 7-я	3/1			1955
585	Москва	ул	Текстильщиков 7-я	3А			1957
586	Москва	ул	Текстильщиков 7-я	4			1953
587	Москва	ул	Текстильщиков 7-я	5			1958
588	Москва	ул	Текстильщиков 7-я	6/19			1958
589	Москва	ул	Текстильщиков 7-я	7	к	1	1954
590	Москва	ул	Текстильщиков 7-я	7	к	2	1950
591	Москва	ул	Текстильщиков 7-я	7	к	3	1950
592	Москва	ул	Текстильщиков 7-я	7	к	4	1954
593	Москва	ул	Текстильщиков 7-я	9			1956
594	Москва	ул	Текстильщиков 7-я	11			1956
595	Москва	ул	Текстильщиков 7-я	13			1958
596	Москва	ул	Текстильщиков 7-я	13А			1958
597	Москва	ул	Текстильщиков 7-я	14			1955
598	Москва	ул	Текстильщиков 7-я	16			1958
599	Москва	ул	Текстильщиков 8-я	1			1963
600	Москва	ул	Текстильщиков 8-я	1	к	1	1976
601	Москва	ул	Текстильщиков 8-я	2	к	1	1976
602	Москва	ул	Текстильщиков 8-я	2	к	2	1975
603	Москва	ул	Текстильщиков 8-я	5			1959
604	Москва	ул	Текстильщиков 8-я	5	к	3	1959
605	Москва	ул	Текстильщиков 8-я	5А			1961
606	Москва	ул	Текстильщиков 8-я	5В			1960
607	Москва	ул	Текстильщиков 8-я	7			1959
608	Москва	ул	Текстильщиков 8-я	7А			1958
609	Москва	ул	Текстильщиков 8-я	7Б			1958
610	Москва	ул	Текстильщиков 8-я	7В			1981
611	Москва	ул	Текстильщиков 8-я	9А			1957
612	Москва	ул	Текстильщиков 8-я	9Б			1956
613	Москва	ул	Текстильщиков 8-я	12			1980
614	Москва	ул	Текстильщиков 8-я	12	к	2	1987
615	Москва	ул	Текстильщиков 8-я	14			1980
616	Москва	ул	Текстильщиков 8-я	16	к	2	1950
617	Москва	ул	Текстильщиков 8-я	18			1976
618	Москва	ул	Текстильщиков 8-я	19			1956
619	Москва	ул	Чистова	4			1965
620	Москва	ул	Чистова	4А			1970
621	Москва	ул	Чистова	5			1962
622	Москва	ул	Чистова	6			1963
623	Москва	ул	Чистова	6А			1975
624	Москва	ул	Чистова	9/19			1958
625	Москва	ул	Чистова	10	к	1	2001
626	Москва	ул	Чистова	11А			1959
627	Москва	ул	Чистова	12			2001
628	Москва	ул	Чистова	13А			1963
629	Москва	ул	Чистова	15/15			1982
630	Москва	ул	Чистова	21			1958
631	Москва	ул	Чистова	22			1998
632	Москва	ул	Чистова	23			1957
633	Москва	ул	Чистова	24			1958
634	Москва	ул	Чистова	25			1958
635	Москва	ул	Чистова	26			1959
636	Москва	ул	Чистова	27			1958
637	Москва	ул	Шкулева	3			1965
638	Москва	ул	Шкулева	3А			1970
639	Москва	ул	Шкулева	3Б			1978
640	Москва	ул	Шкулева	5			1963
641	Москва	ул	Шкулева	7А			1970
642	Москва	ул	Шкулева	17			1957
643	Москва	ул	Шкулева	17А			1957
644	Москва	ул	Юных Ленинцев	3			1972
645	Москва	ул	Юных Ленинцев	5			1972
646	Москва	ул	Юных Ленинцев	6			1958
647	Москва	ул	Юных Ленинцев	7			1972
648	Москва	ул	Юных Ленинцев	8			1966
649	Москва	ул	Юных Ленинцев	10/15	к	1	1965
650	Москва	ул	Юных Ленинцев	10/15	к	2	1965
651	Москва	ул	Юных Ленинцев	14/16	к	1	1957
652	Москва	ул	Юных Ленинцев	14/16	к	2	1965
653	Москва	ул	Юных Ленинцев	16			1963
654	Москва	ул	Юных Ленинцев	18	к	1	1958
655	Москва	ул	Юных Ленинцев	18	к	2	1979
656	Москва	ул	Юных Ленинцев	20/2			1959
657	Москва	ул	Юных Ленинцев	27/14			1959
658	Москва	ул	Юных Ленинцев	29			1959
659	Москва	ул	Юных Ленинцев	33			1957
660	Москва	ул	Юных Ленинцев	35			1967
661	Москва	ул	Юных Ленинцев	37			1977
662	Москва	ул	Юных Ленинцев	39			1958
663	Москва	ул	Академика Челомея	6			1984
664	Москва	ул	Академика Челомея	8	к	2	1984
665	Москва	ул	Академика Челомея	10			1984
666	Москва	ул	Академика Челомея	12/19			1999
667	Москва	ул	Архитектора Власова	33	к	1	1963
668	Москва	ул	Архитектора Власова	33	к	2	1963
669	Москва	ул	Архитектора Власова	33	к	3	1964
670	Москва	ул	Архитектора Власова	35			1963
671	Москва	ул	Архитектора Власова	37	к	1	1963
672	Москва	ул	Архитектора Власова	37	к	2	1963
673	Москва	ул	Архитектора Власова	37	к	3	1963
674	Москва	ул	Архитектора Власова	37	к	4	1963
675	Москва	ул	Архитектора Власова	39			1969
676	Москва	ул	Архитектора Власова	41			1966
677	Москва	ул	Архитектора Власова	43			1966
678	Москва	ул	Архитектора Власова	45			1966
679	Москва	ул	Архитектора Власова	47			1966
680	Москва	ул	Воронцовские Пруды	5			1984
681	Москва	ул	Воронцовские Пруды	7			1984
682	Москва	ул	Гарибальди	20/29	к	1	1963
683	Москва	ул	Гарибальди	20/29	к	2	1968
684	Москва	ул	Гарибальди	22	к	1	1964
685	Москва	ул	Гарибальди	22	к	2	1963
686	Москва	ул	Гарибальди	22	к	3	1964
687	Москва	ул	Гарибальди	24	к	1	1962
688	Москва	ул	Гарибальди	24	к	3	1971
689	Москва	ул	Гарибальди	26	к	2	1962
690	Москва	ул	Гарибальди	28	к	1	2001
691	Москва	пр-кт	Ленинский	99			1981
692	Москва	пр-кт	Ленинский	119			2010
693	Москва	пр-кт	Ленинский	119	к	1	2007
694	Москва	пр-кт	Ленинский	119	к	2	2007
695	Москва	пр-кт	Ленинский	121/1	к	1	1993
696	Москва	пр-кт	Ленинский	121/1	к	2	1992
697	Москва	пр-кт	Ленинский	121/1	к	3	1993
698	Москва	ул	Наметкина	1			1996
699	Москва	ул	Новаторов	4			2009
700	Москва	ул	Новаторов	4	к	3	2009
701	Москва	ул	Новаторов	4	к	4	2011
702	Москва	ул	Новаторов	4	к	5	2013
703	Москва	ул	Новаторов	6			2008
704	Москва	ул	Новаторов	10			2010
705	Москва	ул	Новаторов	10	к	1	2009
706	Москва	ул	Новаторов	10	к	2	2010
707	Москва	ул	Новаторов	14	к	1	1972
708	Москва	ул	Новаторов	18	к	1	1962
709	Москва	ул	Новаторов	30	к	1	1962
710	Москва	ул	Новаторов	32			1962
711	Москва	ул	Новаторов	34	к	5	1984
712	Москва	ул	Новаторов	34	к	6	1984
713	Москва	ул	Новаторов	34	к	7	2001
714	Москва	ул	Новаторов	36	к	1	2003
715	Москва	ул	Новаторов	36	к	2	2005
716	Москва	ул	Новаторов	36	к	3	2006
717	Москва	ул	Новаторов	36	к	5	2005
718	Москва	ул	Новаторов	38	к	1	1964
719	Москва	ул	Новаторов	38	к	3	2004
720	Москва	ул	Новаторов	38	к	4	2004
721	Москва	ул	Новаторов	40	к	14	1964
722	Москва	ул	Новаторов	40	к	15	1964
723	Москва	ул	Новаторов	40А			1993
724	Москва	ул	Обручева	4	к	1	1967
725	Москва	ул	Обручева	5	к	2	1963
726	Москва	ул	Обручева	5А			2014
727	Москва	ул	Обручева	6			2007
728	Москва	ул	Обручева	6	к	3	2007
729	Москва	ул	Обручева	7			1963
730	Москва	ул	Обручева	8			2007
731	Москва	ул	Обручева	9			1963
732	Москва	ул	Обручева	12			1968
733	Москва	ул	Обручева	13			2000
734	Москва	ул	Обручева	13	к	1	2001
735	Москва	ул	Обручева	14			1968
736	Москва	ул	Обручева	15	к	1	2001
737	Москва	ул	Обручева	15	к	2	2000
738	Москва	ул	Обручева	16	к	2	1968
739	Москва	ул	Обручева	18			1967
740	Москва	ул	Обручева	19	к	1	1964
741	Москва	ул	Обручева	19	к	2	1963
742	Москва	ул	Обручева	19	к	3	2000
743	Москва	ул	Обручева	20			1967
744	Москва	ул	Обручева	22			2005
745	Москва	ул	Обручева	22	к	1	2005
746	Москва	ул	Обручева	24			2005
747	Москва	ул	Обручева	28	к	1	2005
748	Москва	ул	Обручева	28	к	2	1966
749	Москва	ул	Обручева	28	к	3	1966
750	Москва	ул	Обручева	28	к	5	1980
751	Москва	ул	Обручева	28	к	6	2005
